# AFT geometry generated from EventDisp2DwithAFTKK.cc
#
# Units: mm
# fiberID assignment:
#   scan aft_de_low_cut[36][32] in increasing [plane][segment] order;
#   skip nonexistent Y/Y' segments 16..31.
# planeID:
#   -1 = unset. This field is reserved for the EASIROC plane ID and can be
#   filled manually later.
#
# Columns:
# fiberID planeID globalLayerID layerType layerIndex fiberIndex centerX centerY centerZ dirX dirY dirZ length radius
#
261 -1 10 Y  2  5   0.000000  -8.082233 380.860000 1.0 0.0 0.0 100.0 1.5
262 -1 10 Y  2  6   0.000000  -4.982233 380.860000 1.0 0.0 0.0 100.0 1.5
263 -1 10 Y  2  7   0.000000  -1.882233 380.860000 1.0 0.0 0.0 100.0 1.5
264 -1 10 Y  2  8   0.000000   1.217767 380.860000 1.0 0.0 0.0 100.0 1.5
265 -1 10 Y  2  9   0.000000   4.317767 380.860000 1.0 0.0 0.0 100.0 1.5
266 -1 10 Y  2 10   0.000000   7.417767 380.860000 1.0 0.0 0.0 100.0 1.5
267 -1 10 Y  2 11   0.000000  10.517767 380.860000 1.0 0.0 0.0 100.0 1.5
268 -1 10 Y  2 12   0.000000  13.617767 380.860000 1.0 0.0 0.0 100.0 1.5
269 -1 10 Y  2 13   0.000000  16.717767 380.860000 1.0 0.0 0.0 100.0 1.5
270 -1 10 Y  2 14   0.000000  19.817767 380.860000 1.0 0.0 0.0 100.0 1.5
271 -1 10 Y  2 15   0.000000  22.917767 380.860000 1.0 0.0 0.0 100.0 1.5
272 -1 11 YP 2  0   0.000000 -25.132233 383.560000 1.0 0.0 0.0 100.0 1.5
273 -1 11 YP 2  1   0.000000 -22.032233 383.560000 1.0 0.0 0.0 100.0 1.5
274 -1 11 YP 2  2   0.000000 -18.932233 383.560000 1.0 0.0 0.0 100.0 1.5
275 -1 11 YP 2  3   0.000000 -15.832233 383.560000 1.0 0.0 0.0 100.0 1.5
276 -1 11 YP 2  4   0.000000 -12.732233 383.560000 1.0 0.0 0.0 100.0 1.5
277 -1 11 YP 2  5   0.000000  -9.632233 383.560000 1.0 0.0 0.0 100.0 1.5
278 -1 11 YP 2  6   0.000000  -6.532233 383.560000 1.0 0.0 0.0 100.0 1.5
279 -1 11 YP 2  7   0.000000  -3.432233 383.560000 1.0 0.0 0.0 100.0 1.5
280 -1 11 YP 2  8   0.000000  -0.332233 383.560000 1.0 0.0 0.0 100.0 1.5
281 -1 11 YP 2  9   0.000000   2.767767 383.560000 1.0 0.0 0.0 100.0 1.5
282 -1 11 YP 2 10   0.000000   5.867767 383.560000 1.0 0.0 0.0 100.0 1.5
283 -1 11 YP 2 11   0.000000   8.967767 383.560000 1.0 0.0 0.0 100.0 1.5
284 -1 11 YP 2 12   0.000000  12.067767 383.560000 1.0 0.0 0.0 100.0 1.5
285 -1 11 YP 2 13   0.000000  15.167767 383.560000 1.0 0.0 0.0 100.0 1.5
286 -1 11 YP 2 14   0.000000  18.267767 383.560000 1.0 0.0 0.0 100.0 1.5
287 -1 11 YP 2 15   0.000000  21.367767 383.560000 1.0 0.0 0.0 100.0 1.5
288 -1 12 X  3  0 -48.268729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
289 -1 12 X  3  1 -45.168729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
290 -1 12 X  3  2 -42.068729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
291 -1 12 X  3  3 -38.968729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
292 -1 12 X  3  4 -35.868729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
293 -1 12 X  3  5 -32.768729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
294 -1 12 X  3  6 -29.668729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
295 -1 12 X  3  7 -26.568729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
296 -1 12 X  3  8 -23.468729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
297 -1 12 X  3  9 -20.368729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
298 -1 12 X  3 10 -17.268729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
299 -1 12 X  3 11 -14.168729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
300 -1 12 X  3 12 -11.068729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
301 -1 12 X  3 13  -7.968729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
302 -1 12 X  3 14  -4.868729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
303 -1 12 X  3 15  -1.768729   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
304 -1 12 X  3 16   1.331271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
305 -1 12 X  3 17   4.431271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
306 -1 12 X  3 18   7.531271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
307 -1 12 X  3 19  10.631271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
308 -1 12 X  3 20  13.731271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
309 -1 12 X  3 21  16.831271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
310 -1 12 X  3 22  19.931271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
311 -1 12 X  3 23  23.031271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
312 -1 12 X  3 24  26.131271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
313 -1 12 X  3 25  29.231271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
314 -1 12 X  3 26  32.331271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
315 -1 12 X  3 27  35.431271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
316 -1 12 X  3 28  38.531271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
317 -1 12 X  3 29  41.631271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
318 -1 12 X  3 30  44.731271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
319 -1 12 X  3 31  47.831271   0.000000 386.660000 0.0 1.0 0.0 50.0 1.5
320 -1 13 XP 3  0 -49.818729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
321 -1 13 XP 3  1 -46.718729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
322 -1 13 XP 3  2 -43.618729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
323 -1 13 XP 3  3 -40.518729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
324 -1 13 XP 3  4 -37.418729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
325 -1 13 XP 3  5 -34.318729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
326 -1 13 XP 3  6 -31.218729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
327 -1 13 XP 3  7 -28.118729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
328 -1 13 XP 3  8 -25.018729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
329 -1 13 XP 3  9 -21.918729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
330 -1 13 XP 3 10 -18.818729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
331 -1 13 XP 3 11 -15.718729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
332 -1 13 XP 3 12 -12.618729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
333 -1 13 XP 3 13  -9.518729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
334 -1 13 XP 3 14  -6.418729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
335 -1 13 XP 3 15  -3.318729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
336 -1 13 XP 3 16  -0.218729   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
337 -1 13 XP 3 17   2.881271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
338 -1 13 XP 3 18   5.981271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
339 -1 13 XP 3 19   9.081271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
340 -1 13 XP 3 20  12.181271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
341 -1 13 XP 3 21  15.281271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
342 -1 13 XP 3 22  18.381271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
343 -1 13 XP 3 23  21.481271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
344 -1 13 XP 3 24  24.581271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
345 -1 13 XP 3 25  27.681271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
346 -1 13 XP 3 26  30.781271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
347 -1 13 XP 3 27  33.881271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
348 -1 13 XP 3 28  36.981271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
349 -1 13 XP 3 29  40.081271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
350 -1 13 XP 3 30  43.181271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
351 -1 13 XP 3 31  46.281271   0.000000 389.360000 0.0 1.0 0.0 50.0 1.5
352 -1 14 Y  3  0   0.000000 -23.582233 392.460000 1.0 0.0 0.0 100.0 1.5
353 -1 14 Y  3  1   0.000000 -20.482233 392.460000 1.0 0.0 0.0 100.0 1.5
354 -1 14 Y  3  2   0.000000 -17.382233 392.460000 1.0 0.0 0.0 100.0 1.5
355 -1 14 Y  3  3   0.000000 -14.282233 392.460000 1.0 0.0 0.0 100.0 1.5
356 -1 14 Y  3  4   0.000000 -11.182233 392.460000 1.0 0.0 0.0 100.0 1.5
357 -1 14 Y  3  5   0.000000  -8.082233 392.460000 1.0 0.0 0.0 100.0 1.5
358 -1 14 Y  3  6   0.000000  -4.982233 392.460000 1.0 0.0 0.0 100.0 1.5
359 -1 14 Y  3  7   0.000000  -1.882233 392.460000 1.0 0.0 0.0 100.0 1.5
360 -1 14 Y  3  8   0.000000   1.217767 392.460000 1.0 0.0 0.0 100.0 1.5
361 -1 14 Y  3  9   0.000000   4.317767 392.460000 1.0 0.0 0.0 100.0 1.5
362 -1 14 Y  3 10   0.000000   7.417767 392.460000 1.0 0.0 0.0 100.0 1.5
363 -1 14 Y  3 11   0.000000  10.517767 392.460000 1.0 0.0 0.0 100.0 1.5
364 -1 14 Y  3 12   0.000000  13.617767 392.460000 1.0 0.0 0.0 100.0 1.5
365 -1 14 Y  3 13   0.000000  16.717767 392.460000 1.0 0.0 0.0 100.0 1.5
366 -1 14 Y  3 14   0.000000  19.817767 392.460000 1.0 0.0 0.0 100.0 1.5
367 -1 14 Y  3 15   0.000000  22.917767 392.460000 1.0 0.0 0.0 100.0 1.5
368 -1 15 YP 3  0   0.000000 -25.132233 395.160000 1.0 0.0 0.0 100.0 1.5
369 -1 15 YP 3  1   0.000000 -22.032233 395.160000 1.0 0.0 0.0 100.0 1.5
370 -1 15 YP 3  2   0.000000 -18.932233 395.160000 1.0 0.0 0.0 100.0 1.5
371 -1 15 YP 3  3   0.000000 -15.832233 395.160000 1.0 0.0 0.0 100.0 1.5
372 -1 15 YP 3  4   0.000000 -12.732233 395.160000 1.0 0.0 0.0 100.0 1.5
373 -1 15 YP 3  5   0.000000  -9.632233 395.160000 1.0 0.0 0.0 100.0 1.5
374 -1 15 YP 3  6   0.000000  -6.532233 395.160000 1.0 0.0 0.0 100.0 1.5
375 -1 15 YP 3  7   0.000000  -3.432233 395.160000 1.0 0.0 0.0 100.0 1.5
376 -1 15 YP 3  8   0.000000  -0.332233 395.160000 1.0 0.0 0.0 100.0 1.5
377 -1 15 YP 3  9   0.000000   2.767767 395.160000 1.0 0.0 0.0 100.0 1.5
378 -1 15 YP 3 10   0.000000   5.867767 395.160000 1.0 0.0 0.0 100.0 1.5
379 -1 15 YP 3 11   0.000000   8.967767 395.160000 1.0 0.0 0.0 100.0 1.5
380 -1 15 YP 3 12   0.000000  12.067767 395.160000 1.0 0.0 0.0 100.0 1.5
381 -1 15 YP 3 13   0.000000  15.167767 395.160000 1.0 0.0 0.0 100.0 1.5
382 -1 15 YP 3 14   0.000000  18.267767 395.160000 1.0 0.0 0.0 100.0 1.5
383 -1 15 YP 3 15   0.000000  21.367767 395.160000 1.0 0.0 0.0 100.0 1.5
384 -1 16 X  4  0 -48.268729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
385 -1 16 X  4  1 -45.168729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
386 -1 16 X  4  2 -42.068729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
387 -1 16 X  4  3 -38.968729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
388 -1 16 X  4  4 -35.868729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
389 -1 16 X  4  5 -32.768729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
390 -1 16 X  4  6 -29.668729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
391 -1 16 X  4  7 -26.568729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
392 -1 16 X  4  8 -23.468729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
393 -1 16 X  4  9 -20.368729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
394 -1 16 X  4 10 -17.268729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
395 -1 16 X  4 11 -14.168729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
396 -1 16 X  4 12 -11.068729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
397 -1 16 X  4 13  -7.968729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
398 -1 16 X  4 14  -4.868729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
399 -1 16 X  4 15  -1.768729   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
400 -1 16 X  4 16   1.331271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
401 -1 16 X  4 17   4.431271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
402 -1 16 X  4 18   7.531271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
403 -1 16 X  4 19  10.631271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
404 -1 16 X  4 20  13.731271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
405 -1 16 X  4 21  16.831271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
406 -1 16 X  4 22  19.931271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
407 -1 16 X  4 23  23.031271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
408 -1 16 X  4 24  26.131271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
409 -1 16 X  4 25  29.231271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
410 -1 16 X  4 26  32.331271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
411 -1 16 X  4 27  35.431271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
412 -1 16 X  4 28  38.531271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
413 -1 16 X  4 29  41.631271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
414 -1 16 X  4 30  44.731271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
415 -1 16 X  4 31  47.831271   0.000000 398.260000 0.0 1.0 0.0 50.0 1.5
416 -1 17 XP 4  0 -49.818729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
417 -1 17 XP 4  1 -46.718729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
418 -1 17 XP 4  2 -43.618729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
419 -1 17 XP 4  3 -40.518729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
420 -1 17 XP 4  4 -37.418729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
421 -1 17 XP 4  5 -34.318729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
422 -1 17 XP 4  6 -31.218729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
423 -1 17 XP 4  7 -28.118729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
424 -1 17 XP 4  8 -25.018729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
425 -1 17 XP 4  9 -21.918729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
426 -1 17 XP 4 10 -18.818729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
427 -1 17 XP 4 11 -15.718729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
428 -1 17 XP 4 12 -12.618729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
429 -1 17 XP 4 13  -9.518729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
430 -1 17 XP 4 14  -6.418729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
431 -1 17 XP 4 15  -3.318729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
432 -1 17 XP 4 16  -0.218729   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
433 -1 17 XP 4 17   2.881271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
434 -1 17 XP 4 18   5.981271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
435 -1 17 XP 4 19   9.081271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
436 -1 17 XP 4 20  12.181271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
437 -1 17 XP 4 21  15.281271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
438 -1 17 XP 4 22  18.381271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
439 -1 17 XP 4 23  21.481271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
440 -1 17 XP 4 24  24.581271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
441 -1 17 XP 4 25  27.681271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
442 -1 17 XP 4 26  30.781271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
443 -1 17 XP 4 27  33.881271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
444 -1 17 XP 4 28  36.981271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
445 -1 17 XP 4 29  40.081271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
446 -1 17 XP 4 30  43.181271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
447 -1 17 XP 4 31  46.281271   0.000000 400.960000 0.0 1.0 0.0 50.0 1.5
448 -1 18 Y  4  0   0.000000 -23.582233 404.060000 1.0 0.0 0.0 100.0 1.5
449 -1 18 Y  4  1   0.000000 -20.482233 404.060000 1.0 0.0 0.0 100.0 1.5
450 -1 18 Y  4  2   0.000000 -17.382233 404.060000 1.0 0.0 0.0 100.0 1.5
451 -1 18 Y  4  3   0.000000 -14.282233 404.060000 1.0 0.0 0.0 100.0 1.5
452 -1 18 Y  4  4   0.000000 -11.182233 404.060000 1.0 0.0 0.0 100.0 1.5
453 -1 18 Y  4  5   0.000000  -8.082233 404.060000 1.0 0.0 0.0 100.0 1.5
454 -1 18 Y  4  6   0.000000  -4.982233 404.060000 1.0 0.0 0.0 100.0 1.5
455 -1 18 Y  4  7   0.000000  -1.882233 404.060000 1.0 0.0 0.0 100.0 1.5
456 -1 18 Y  4  8   0.000000   1.217767 404.060000 1.0 0.0 0.0 100.0 1.5
457 -1 18 Y  4  9   0.000000   4.317767 404.060000 1.0 0.0 0.0 100.0 1.5
458 -1 18 Y  4 10   0.000000   7.417767 404.060000 1.0 0.0 0.0 100.0 1.5
459 -1 18 Y  4 11   0.000000  10.517767 404.060000 1.0 0.0 0.0 100.0 1.5
460 -1 18 Y  4 12   0.000000  13.617767 404.060000 1.0 0.0 0.0 100.0 1.5
461 -1 18 Y  4 13   0.000000  16.717767 404.060000 1.0 0.0 0.0 100.0 1.5
462 -1 18 Y  4 14   0.000000  19.817767 404.060000 1.0 0.0 0.0 100.0 1.5
463 -1 18 Y  4 15   0.000000  22.917767 404.060000 1.0 0.0 0.0 100.0 1.5
464 -1 19 YP 4  0   0.000000 -25.132233 406.760000 1.0 0.0 0.0 100.0 1.5
465 -1 19 YP 4  1   0.000000 -22.032233 406.760000 1.0 0.0 0.0 100.0 1.5
466 -1 19 YP 4  2   0.000000 -18.932233 406.760000 1.0 0.0 0.0 100.0 1.5
467 -1 19 YP 4  3   0.000000 -15.832233 406.760000 1.0 0.0 0.0 100.0 1.5
468 -1 19 YP 4  4   0.000000 -12.732233 406.760000 1.0 0.0 0.0 100.0 1.5
469 -1 19 YP 4  5   0.000000  -9.632233 406.760000 1.0 0.0 0.0 100.0 1.5
470 -1 19 YP 4  6   0.000000  -6.532233 406.760000 1.0 0.0 0.0 100.0 1.5
471 -1 19 YP 4  7   0.000000  -3.432233 406.760000 1.0 0.0 0.0 100.0 1.5
472 -1 19 YP 4  8   0.000000  -0.332233 406.760000 1.0 0.0 0.0 100.0 1.5
473 -1 19 YP 4  9   0.000000   2.767767 406.760000 1.0 0.0 0.0 100.0 1.5
474 -1 19 YP 4 10   0.000000   5.867767 406.760000 1.0 0.0 0.0 100.0 1.5
475 -1 19 YP 4 11   0.000000   8.967767 406.760000 1.0 0.0 0.0 100.0 1.5
476 -1 19 YP 4 12   0.000000  12.067767 406.760000 1.0 0.0 0.0 100.0 1.5
477 -1 19 YP 4 13   0.000000  15.167767 406.760000 1.0 0.0 0.0 100.0 1.5
478 -1 19 YP 4 14   0.000000  18.267767 406.760000 1.0 0.0 0.0 100.0 1.5
479 -1 19 YP 4 15   0.000000  21.367767 406.760000 1.0 0.0 0.0 100.0 1.5
480 -1 20 X  5  0 -48.268729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
481 -1 20 X  5  1 -45.168729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
482 -1 20 X  5  2 -42.068729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
483 -1 20 X  5  3 -38.968729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
484 -1 20 X  5  4 -35.868729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
485 -1 20 X  5  5 -32.768729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
486 -1 20 X  5  6 -29.668729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
487 -1 20 X  5  7 -26.568729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
488 -1 20 X  5  8 -23.468729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
489 -1 20 X  5  9 -20.368729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
490 -1 20 X  5 10 -17.268729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
491 -1 20 X  5 11 -14.168729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
492 -1 20 X  5 12 -11.068729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
493 -1 20 X  5 13  -7.968729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
494 -1 20 X  5 14  -4.868729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
495 -1 20 X  5 15  -1.768729   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
496 -1 20 X  5 16   1.331271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
497 -1 20 X  5 17   4.431271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
498 -1 20 X  5 18   7.531271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
499 -1 20 X  5 19  10.631271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
500 -1 20 X  5 20  13.731271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
501 -1 20 X  5 21  16.831271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
502 -1 20 X  5 22  19.931271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
503 -1 20 X  5 23  23.031271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
504 -1 20 X  5 24  26.131271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
505 -1 20 X  5 25  29.231271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
506 -1 20 X  5 26  32.331271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
507 -1 20 X  5 27  35.431271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
508 -1 20 X  5 28  38.531271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
509 -1 20 X  5 29  41.631271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
510 -1 20 X  5 30  44.731271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
511 -1 20 X  5 31  47.831271   0.000000 409.860000 0.0 1.0 0.0 50.0 1.5
512 -1 21 XP 5  0 -49.818729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
513 -1 21 XP 5  1 -46.718729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
514 -1 21 XP 5  2 -43.618729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
515 -1 21 XP 5  3 -40.518729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
516 -1 21 XP 5  4 -37.418729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
517 -1 21 XP 5  5 -34.318729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
518 -1 21 XP 5  6 -31.218729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
519 -1 21 XP 5  7 -28.118729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
520 -1 21 XP 5  8 -25.018729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
521 -1 21 XP 5  9 -21.918729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
522 -1 21 XP 5 10 -18.818729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
523 -1 21 XP 5 11 -15.718729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
524 -1 21 XP 5 12 -12.618729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
525 -1 21 XP 5 13  -9.518729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
526 -1 21 XP 5 14  -6.418729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
527 -1 21 XP 5 15  -3.318729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
528 -1 21 XP 5 16  -0.218729   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
529 -1 21 XP 5 17   2.881271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
530 -1 21 XP 5 18   5.981271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
531 -1 21 XP 5 19   9.081271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
532 -1 21 XP 5 20  12.181271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
533 -1 21 XP 5 21  15.281271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
534 -1 21 XP 5 22  18.381271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
535 -1 21 XP 5 23  21.481271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
536 -1 21 XP 5 24  24.581271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
537 -1 21 XP 5 25  27.681271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
538 -1 21 XP 5 26  30.781271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
539 -1 21 XP 5 27  33.881271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
540 -1 21 XP 5 28  36.981271   0.000000 412.560000 0.0 1.0 0.0 50.0 1.5
